band_size,band_fraction,precision,positives_in_band,recall,threshold,feasible,binding
1118,0.03393019726858877,0.5992844364937389,670,0.1804956896551724,0.8896132407815444,True,
1119,0.033960546282245825,0.5996425379803396,671,0.18076508620689655,0.8895690744956908,True,
1122,0.03405159332321699,0.5998217468805704,673,0.18130387931034483,0.8893099895096714,True,
1123,0.03408194233687405,0.6001780943900267,674,0.18157327586206898,0.8892297371842303,True,
1124,0.03411229135053111,0.6005338078291815,675,0.1818426724137931,0.88888724834662,True,
1125,0.03414264036418816,0.6,675,0.1818426724137931,0.8888821914040451,True,
1155,0.035053110773899845,0.5965367965367966,689,0.18561422413793102,0.8888093055128308,True,
1157,0.03511380880121396,0.5955056179775281,689,0.18561422413793102,0.8882379341933394,True,
1164,0.035326251896813356,0.595360824742268,693,0.1866918103448276,0.8881125887249769,True,
1165,0.03535660091047041,0.5957081545064378,694,0.1869612068965517,0.8867781686329,True,
1166,0.03538694992412746,0.5951972555746141,694,0.1869612068965517,0.8867752141448928,True,
1167,0.035417298937784523,0.5946872322193659,694,0.1869612068965517,0.8865075881408107,True,
1168,0.03544764795144158,0.5950342465753424,695,0.18723060344827586,0.8861814572580969,True,
1171,0.035538694992412745,0.5943637916310845,696,0.1875,0.8853527251119729,True,
1172,0.035569044006069805,0.5938566552901023,696,0.1875,0.8852160625806887,True,
1173,0.03559939301972686,0.5933503836317136,696,0.1875,0.8850312828992936,True,
1181,0.03584218512898331,0.5935647756138865,701,0.1888469827586207,0.8850058213881971,True,
1183,0.03590288315629742,0.5934065934065934,702,0.18911637931034483,0.8849714764193353,True,
1187,0.036024279210925644,0.5914069081718618,702,0.18911637931034483,0.8849449202748468,True,
1189,0.03608497723823976,0.5904121110176619,702,0.18911637931034483,0.8849348477388066,True,
1190,0.03611532625189681,0.5899159663865546,702,0.18911637931034483,0.884830417991861,True,
1210,0.03672230652503793,0.5892561983471074,713,0.19207974137931033,0.8845041133978008,True,
1211,0.036752655538694994,0.5887696118909992,713,0.19207974137931033,0.8844913250520204,True,
1212,0.03678300455235205,0.5882838283828383,713,0.19207974137931033,0.8837856992947757,True,
1213,0.03681335356600911,0.5886232481450948,714,0.19234913793103448,0.8836121141647005,True,
